event_name,fighter_f1,fighter_f2,outcome_f1,outcome_f2,bout_type,title,method,round,tot_fight_time,last_rnd_time,set_rounds,r1_kd_f1,r1_kd_f2,r1_sig_str_f1,r1_sig_str_f2,r1_total_str_f1,r1_total_str_f2,r1_td_f1,r1_td_f2,r1_sub_att_f1,r1_sub_att_f2,r1_rev_f1,r1_rev_f2,r1_ctrl_f1,r1_ctrl_f2,r2_kd_f1,r2_kd_f2,r2_sig_str_f1,r2_sig_str_f2,r2_total_str_f1,r2_total_str_f2,r2_td_f1,r2_td_f2,r2_sub_att_f1,r2_sub_att_f2,r2_rev_f1,r2_rev_f2,r2_ctrl_f1,r2_ctrl_f2,r3_kd_f1,r3_kd_f2,r3_sig_str_f1,r3_sig_str_f2,r3_total_str_f1,r3_total_str_f2,r3_td_f1,r3_td_f2,r3_sub_att_f1,r3_sub_att_f2,r3_rev_f1,r3_rev_f2,r3_ctrl_f1,r3_ctrl_f2,sg_strk_r1_sig_str_f1,sg_strk_r1_sig_str_f2,sg_strk_r1_head_f1,sg_strk_r1_head_f2,sg_strk_r1_body_f1,sg_strk_r1_body_f2,sg_strk_r1_leg_f1,sg_strk_r1_leg_f2,sg_strk_r1_distance_f1,sg_strk_r1_distance_f2,sg_strk_r1_clinch_f1,sg_strk_r1_clinch_f2,sg_strk_r1_grf1,sg_strk_r1_grf2,sg_strk_r2_sig_str_f1,sg_strk_r2_sig_str_f2,sg_strk_r2_head_f1,sg_strk_r2_head_f2,sg_strk_r2_body_f1,sg_strk_r2_body_f2,sg_strk_r2_leg_f1,sg_strk_r2_leg_f2,sg_strk_r2_distance_f1,sg_strk_r2_distance_f2,sg_strk_r2_clinch_f1,sg_strk_r2_clinch_f2,sg_strk_r2_grf1,sg_strk_r2_grf2,sg_strk_r3_sig_str_f1,sg_strk_r3_sig_str_f2,sg_strk_r3_head_f1,sg_strk_r3_head_f2,sg_strk_r3_body_f1,sg_strk_r3_body_f2,sg_strk_r3_leg_f1,sg_strk_r3_leg_f2,sg_strk_r3_distance_f1,sg_strk_r3_distance_f2,sg_strk_r3_clinch_f1,sg_strk_r3_clinch_f2,sg_strk_r3_grf1,sg_strk_r3_grf2,r4_kd_f1,r4_kd_f2,r4_sig_str_f1,r4_sig_str_f2,r4_total_str_f1,r4_total_str_f2,r4_td_f1,r4_td_f2,r4_sub_att_f1,r4_sub_att_f2,r4_rev_f1,r4_rev_f2,r4_ctrl_f1,r4_ctrl_f2,sg_strk_r4_sig_str_f1,sg_strk_r4_sig_str_f2,sg_strk_r4_head_f1,sg_strk_r4_head_f2,sg_strk_r4_body_f1,sg_strk_r4_body_f2,sg_strk_r4_leg_f1,sg_strk_r4_leg_f2,sg_strk_r4_distance_f1,sg_strk_r4_distance_f2,sg_strk_r4_clinch_f1,sg_strk_r4_clinch_f2,sg_strk_r4_grf1,sg_strk_r4_grf2,r5_kd_f1,r5_kd_f2,r5_sig_str_f1,r5_sig_str_f2,r5_total_str_f1,r5_total_str_f2,r5_td_f1,r5_td_f2,r5_sub_att_f1,r5_sub_att_f2,r5_rev_f1,r5_rev_f2,r5_ctrl_f1,r5_ctrl_f2,sg_strk_r5_sig_str_f1,sg_strk_r5_sig_str_f2,sg_strk_r5_head_f1,sg_strk_r5_head_f2,sg_strk_r5_body_f1,sg_strk_r5_body_f2,sg_strk_r5_leg_f1,sg_strk_r5_leg_f2,sg_strk_r5_distance_f1,sg_strk_r5_distance_f2,sg_strk_r5_clinch_f1,sg_strk_r5_clinch_f2,sg_strk_r5_grf1,sg_strk_r5_grf2
UFC Freedom 250,Diego Lopes,Steve Garcia,1,0,Featherweight Bout,0,KO/TKO,2,462,162,3,0,0,0.18,0.4,0.1875,0.40350877192982454,0.0,,0,0,0,0,0,0,1.0,0.0,0.52,0.51,0.5294117647058824,0.5106382978723404,,,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,0.18,0.4,0.15384615384615385,0.26666666666666666,0.2,0.75,1.0,1.0,0.1875,0.40350877192982454,,,,,0.52,0.51,0.5483870967741935,0.4772727272727273,0.3333333333333333,,,1.0,0.4230769230769231,0.5106382978723404,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Belal Muhammad,Gabriel Bonfim,0,1,Welterweight Bout,0,Decision - Unanimous,5,1500,300,5,0,0,0.36,0.37,0.3611111111111111,0.3783783783783784,,,0,0,0,0,0,0,0.0,0.0,0.37,0.5,0.37037037037037035,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.46,0.358974358974359,0.45098039215686275,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.36,0.37,0.3,0.14814814814814814,0.0,1.0,0.8,1.0,0.3611111111111111,0.3783783783783784,,,,,0.37,0.5,0.26666666666666666,0.3333333333333333,0.8333333333333334,1.0,1.0,0.8823529411764706,0.37037037037037035,0.5,,,,,0.35,0.46,0.25,0.325,0.8571428571428571,1.0,,1.0,0.3684210526315789,0.46,0.0,,,,0.0,0.0,0.26,0.49,0.26153846153846155,0.49056603773584906,,,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.49,0.15384615384615385,0.4583333333333333,0.7,1.0,0.6666666666666666,0.6666666666666666,0.26153846153846155,0.49056603773584906,,,,,0.0,0.0,0.27,0.58,0.2716049382716049,0.5833333333333334,,,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.58,0.21739130434782608,0.5454545454545454,0.4444444444444444,1.0,1.0,1.0,0.275,0.5689655172413793,0.0,1.0,,
UFC Fight Night: Muhammad vs. Bonfim,Brendan Allen,Edmen Shahbazyan,1,0,Middleweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.4,0.57,0.4117647058823529,0.5789473684210527,0.0,,0,0,0,0,16,0,0.0,0.0,0.43,0.54,0.4461538461538462,0.5423728813559322,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.51,0.43,0.5125,0.43373493975903615,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.4,0.57,0.2727272727272727,0.5454545454545454,0.4,1.0,1.0,0.6666666666666666,0.3958333333333333,0.5428571428571428,0.5,1.0,,,0.43,0.54,0.32075471698113206,0.5517241379310345,1.0,,1.0,0.0,0.43636363636363634,0.5535714285714286,0.4444444444444444,0.3333333333333333,,,0.51,0.43,0.47297297297297297,0.4125,1.0,1.0,1.0,1.0,0.5070422535211268,0.4268292682926829,0.5555555555555556,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Fares Ziam,Tom Nolan,0,1,Lightweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.46,0.52,0.6086956521739131,0.5714285714285714,0.5,1.0,0,0,1,0,98,125,0.0,0.0,0.46,0.63,0.6363636363636364,0.7027027027027027,0.0,0.0,1.0,0.0,0.0,0.0,49.0,190.0,0.0,0.0,0.66,0.27,0.8,0.40540540540540543,1.0,0.0,0.0,0.0,0.0,1.0,160.0,92.0,0.46,0.52,0.4166666666666667,0.42857142857142855,,0.6,1.0,0.6666666666666666,0.4166666666666667,0.5,1.0,0.0,,0.625,0.46,0.63,0.3,0.4444444444444444,1.0,0.8333333333333334,1.0,0.75,0.45454545454545453,0.5714285714285714,0.5,0.7142857142857143,,0.6,0.66,0.27,0.75,0.2,0.5,0.6,,0.0,0.6666666666666666,0.1111111111111111,1.0,0.4,0.5,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Bryce Mitchell,Santiago Luna,1,0,Bantamweight Bout,0,Submission,3,892,292,3,0,0,0.84,0.75,0.9,0.9830508474576272,0.0,0.0,0,0,0,0,248,4,0.0,0.0,0.4,0.25,0.5555555555555556,0.6,0.66,,0.0,0.0,0.0,1.0,221.0,24.0,0.0,0.0,0.33,0.33,0.7619047619047619,0.8478260869565217,0.0,,2.0,1.0,1.0,0.0,231.0,46.0,0.84,0.75,0.8571428571428571,1.0,1.0,0.5,0.75,,0.7777777777777778,0.75,,,1.0,,0.4,0.25,0.08333333333333333,0.2857142857142857,0.8888888888888888,0.0,0.0,1.0,0.1875,0.25,1.0,,,,0.33,0.33,0.4,0.0,0.0,0.6,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Iwo Baraniewski,Junior Tafa,1,0,Light Heavyweight Bout,0,KO/TKO,1,85,85,3,1,0,0.27,0.0,0.2727272727272727,0.0,0.0,,0,0,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.0,0.1111111111111111,0.0,1.0,0.0,1.0,,0.6666666666666666,0.0,0.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Matt Schnell,Alessandro Costa,0,1,Catch Weight Bout,0,KO/TKO,1,148,148,3,0,1,0.38,0.82,0.38095238095238093,0.8260869565217391,,,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.82,0.29411764705882354,0.8888888888888888,0.5,1.0,1.0,0.3333333333333333,0.38095238095238093,0.6363636363636364,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Marcus McGhee,John Yannis,1,0,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.27,0.32,0.27450980392156865,0.325,,,0,0,0,0,0,0,0.0,0.0,0.37,0.66,0.3763440860215054,0.6666666666666666,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.4,0.5172413793103449,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.32,0.25,0.13636363636363635,0.4,0.4666666666666667,0.5,1.0,0.27450980392156865,0.325,,,,,0.37,0.66,0.3333333333333333,0.5666666666666667,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0,0.3763440860215054,0.6666666666666666,,,,,0.51,0.4,0.4782608695652174,0.28,0.625,1.0,0.75,1.0,0.5172413793103449,0.3793103448275862,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Bruno Silva,Edgar Chairez,0,1,Flyweight Bout,0,Submission,1,253,253,3,0,2,0.58,0.54,0.5862068965517241,0.5454545454545454,0.0,,0,1,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.54,0.5,0.5405405405405406,0.75,0.4,1.0,1.0,0.5862068965517241,0.5526315789473685,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Priscila Cachoeira,Chelsea Chandler,0,1,Women's Bantamweight Bout,0,Submission,1,222,222,3,0,1,0.53,0.44,0.5625,0.5853658536585366,1.0,,0,1,0,0,23,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.44,0.5454545454545454,0.4090909090909091,0.0,0.6666666666666666,1.0,,0.5,0.4090909090909091,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Jordan Leavitt,Joanderson Brito,0,1,Featherweight Bout,0,Submission,1,259,259,3,0,0,0.77,0.38,0.9310344827586207,0.625,0.0,,1,1,1,0,141,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.38,1.0,0.3,0.6666666666666666,1.0,,0.0,0.75,0.2727272727272727,0.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Jeisla Chaves,Yuneisy Duben,1,0,Women's Flyweight Bout,0,Decision - Split,3,900,300,3,0,0,0.52,0.46,0.5535714285714286,0.5652173913043478,,0.5,0,0,0,0,0,37,0.0,0.0,0.72,0.6,0.7307692307692307,0.7575757575757576,0.33,0.0,1.0,0.0,0.0,0.0,181.0,26.0,0.0,0.0,0.85,0.66,0.8214285714285714,0.7301587301587301,0.66,1.0,0.0,0.0,0.0,1.0,88.0,135.0,0.52,0.46,0.3333333333333333,0.3888888888888889,0.7692307692307693,0.75,1.0,0.5,0.5217391304347826,0.4423076923076923,0.5714285714285714,0.75,,,0.72,0.6,0.6111111111111112,0.5294117647058824,1.0,1.0,1.0,,0.5,0.5789473684210527,1.0,1.0,1.0,,0.85,0.66,0.8666666666666667,0.6,0.8333333333333334,1.0,,1.0,0.625,0.5263157894736842,1.0,1.0,1.0,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Muhammad vs. Bonfim,Ketlen Souza,Ariane Carnelossi,1,0,Women's Strawweight Bout,0,KO/TKO,1,94,94,3,1,0,0.76,0.38,0.7647058823529411,0.38095238095238093,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.38,0.7333333333333333,0.3333333333333333,,0.375,1.0,1.0,0.75,0.38095238095238093,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Song Yadong,Deiveson Figueiredo,1,0,Bantamweight Bout,0,Submission,2,582,282,5,0,0,0.4,1.0,0.5185185185185185,0.9333333333333333,,0.0,0,0,0,0,0,28,0.0,0.0,0.5,0.27,0.5161290322580645,0.2727272727272727,1.0,0.5,1.0,0.0,0.0,0.0,3.0,7.0,,,,,,,,,,,,,,,0.4,1.0,0.0,1.0,0.3333333333333333,1.0,0.8,1.0,0.4090909090909091,1.0,,,,,0.5,0.27,0.3,0.14285714285714285,0.75,0.3333333333333333,1.0,1.0,0.5,0.2727272727272727,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Zhang Mingyang,Alonzo Menifield,0,1,Light Heavyweight Bout,0,KO/TKO,1,255,255,3,0,2,0.43,0.53,0.5490196078431373,0.6176470588235294,,,0,0,0,0,43,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.53,0.09523809523809523,0.52,0.8666666666666667,,1.0,1.0,0.25925925925925924,0.5227272727272727,0.9,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Sergei Pavlovich,Tallison Teixeira,1,0,Heavyweight Bout,0,KO/TKO,1,39,39,3,1,0,0.77,0.0,0.7692307692307693,0.0,,,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.0,0.7777777777777778,0.0,,,,0.0,0.8571428571428571,0.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Kai Asakura,Cameron Smotherman,1,0,Bantamweight Bout,0,KO/TKO,1,110,110,3,1,0,0.42,0.42,0.42857142857142855,0.42857142857142855,,,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.42,0.35294117647058826,0.5,1.0,0.0,0.5,,0.4444444444444444,0.42857142857142855,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Jake Matthews,Carlston Harris,1,0,Welterweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.55,0.36,0.5542168674698795,0.36231884057971014,,0.0,0,0,0,0,20,0,0.0,0.0,1.0,,0.8461538461538461,1.0,,0.0,0.0,0.0,0.0,1.0,265.0,27.0,1.0,0.0,0.66,0.33,0.640625,0.6666666666666666,,,0.0,0.0,0.0,0.0,285.0,0.0,0.55,0.36,0.5,0.19230769230769232,1.0,0.9166666666666666,,0.8,0.5542168674698795,0.36231884057971014,,,,,1.0,,1.0,,,,,,,,,,1.0,,0.66,0.33,0.6666666666666666,0.4,,0.0,,,0.5,0.3333333333333333,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Alex Perez,Sumudaerji,2,2,Flyweight Bout,0,Could Not Continue,2,405,105,3,0,0,0.23,0.45,0.375,0.525,0.0,0.5,1,0,0,0,32,21,0.0,1.0,0.0,0.55,0.4,0.5555555555555556,0.0,,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,,0.23,0.45,0.16666666666666666,0.34782608695652173,0.3,0.42857142857142855,0.4,1.0,0.21621621621621623,0.4411764705882353,0.5,1.0,,,0.0,0.55,0.0,0.4666666666666667,0.0,1.0,,1.0,0.0,0.45454545454545453,0.0,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,YiSak Lee,Luis Felipe Dias,0,1,Middleweight Bout,0,KO/TKO,1,220,220,3,0,1,0.4,0.52,0.4,0.525,,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.52,0.2,0.45161290322580644,0.5,0.75,0.75,0.8,0.4,0.5,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Ding Meng,Jose Souza,0,1,Welterweight Bout,0,Decision - Split,3,900,300,3,0,0,0.6,0.46,0.6,0.46511627906976744,,,0,0,0,0,0,0,0.0,0.0,0.5,0.45,0.5098039215686274,0.45098039215686275,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.49,0.23636363636363636,0.4915254237288136,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.46,0.3333333333333333,0.46153846153846156,0.5555555555555556,0.0,0.7894736842105263,1.0,0.6,0.46511627906976744,,,,,0.5,0.45,0.17391304347826086,0.45454545454545453,0.5,0.42857142857142855,0.8333333333333334,,0.5,0.4489795918367347,1.0,0.5,,,0.23,0.49,0.1282051282051282,0.4423076923076923,0.125,0.8,0.875,1.0,0.23636363636363636,0.4915254237288136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Aoriqileng,Cody Haddon,0,1,Bantamweight Bout,0,KO/TKO,2,431,131,3,0,0,0.66,0.83,0.8571428571428571,0.8,,0.66,0,0,0,0,0,253,0.0,1.0,0.5,0.77,0.6,0.8,,0.0,1.0,0.0,0.0,0.0,0.0,77.0,,,,,,,,,,,,,,,0.66,0.83,0.5,0.8095238095238095,1.0,1.0,,,0.6666666666666666,0.2,,,,0.9069767441860465,0.5,0.77,0.42857142857142855,0.7058823529411765,1.0,1.0,,1.0,0.6666666666666666,0.5833333333333334,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Rei Tsuruya,Luis Gurule,1,0,Bantamweight Bout,0,Submission,1,199,199,3,0,0,0.62,0.5,0.6666666666666666,0.5,0.33,,1,0,0,0,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.5,0.6538461538461539,,0.0,0.0,,1.0,0.375,0.5,,,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Angela Hill,Xiong Jingnan,1,0,Women's Strawweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.63,0.35,0.65625,0.4878048780487805,0.0,,0,0,0,0,57,7,0.0,0.0,0.61,0.34,0.6231884057971014,0.37662337662337664,1.0,,1.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.61,0.32,0.6455696202531646,0.3384615384615385,0.0,,0.0,0.0,0.0,0.0,28.0,0.0,0.63,0.35,0.5,0.2558139534883721,0.8947368421052632,0.4666666666666667,,0.8333333333333334,0.5365853658536586,0.32142857142857145,0.875,0.625,,,0.61,0.34,0.5636363636363636,0.18867924528301888,0.8333333333333334,0.7142857142857143,1.0,1.0,0.6,0.3230769230769231,0.75,0.5714285714285714,,,0.61,0.32,0.5192307692307693,0.24,0.8421052631578947,0.8,1.0,0.5714285714285714,0.5901639344262295,0.3220338983050847,0.7272727272727273,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Zhu Kangjie,Rodrigo Vera,0,1,Featherweight Bout,0,KO/TKO,1,110,110,3,0,1,0.5,0.58,0.631578947368421,0.6578947368421053,,1.0,0,0,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.58,0.25,0.65,1.0,1.0,0.75,0.375,0.5,0.4375,,0.5,,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Song vs. Figueiredo,Loma Lookboonmee,Jaqueline Amorim,0,1,Women's Strawweight Bout,0,Submission,1,244,244,3,0,0,0.42,0.0,0.625,0.3333333333333333,,0.0,0,3,0,1,8,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.4,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen,Melquizael Costa,1,0,Featherweight Bout,0,Decision - Unanimous,5,1500,300,5,1,0,1.0,0.71,0.9,0.76,1.0,0.0,0,0,0,0,104,105,0.0,0.0,0.6,0.33,0.6363636363636364,0.345679012345679,,,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.61,0.42,0.6666666666666666,0.4166666666666667,,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,0.71,1.0,0.625,,1.0,1.0,0.6666666666666666,1.0,0.6363636363636364,,,1.0,1.0,0.6,0.33,0.5161290322580645,0.16326530612244897,1.0,0.35714285714285715,1.0,0.8666666666666667,0.6052631578947368,0.3333333333333333,,,,,0.61,0.42,0.574468085106383,0.2857142857142857,1.0,0.5384615384615384,1.0,1.0,0.5555555555555556,0.4225352112676056,,,1.0,,0.0,0.0,0.63,0.36,0.6341463414634146,0.3582089552238806,1.0,,0.0,0.0,0.0,0.0,103.0,0.0,0.63,0.36,0.6060606060606061,0.24390243902439024,1.0,0.36363636363636365,1.0,0.8181818181818182,0.6571428571428571,0.36507936507936506,0.0,,,,0.0,0.0,0.64,0.39,0.7843137254901961,0.4857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.64,0.39,0.6666666666666666,0.38461538461538464,0.5,1.0,,0.0,0.4444444444444444,0.4230769230769231,0.0,0.0,1.0,0.0
UFC Fight Night: Allen vs. Costa,Dooho Choi,Daniel Santos,1,0,Featherweight Bout,0,KO/TKO,2,569,269,3,0,0,0.47,0.44,0.48333333333333334,0.44036697247706424,,0.0,0,0,0,0,1,12,1.0,0.0,0.55,0.32,0.5882352941176471,0.33766233766233766,,0.0,0.0,0.0,0.0,0.0,10.0,42.0,,,,,,,,,,,,,,,0.47,0.44,0.39215686274509803,0.39325842696629215,1.0,0.75,1.0,0.0,0.45614035087719296,0.41237113402061853,1.0,0.7777777777777778,,,0.55,0.32,0.5070422535211268,0.2835820895522388,1.0,0.5,1.0,1.0,0.5394736842105263,0.32,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Allen vs. Costa,Malcolm Wellmaker,Juan Diaz,0,1,Bantamweight Bout,0,Submission,2,548,248,3,0,0,0.43,0.37,0.4166666666666667,0.47368421052631576,,0.5,0,0,0,0,0,88,0.0,0.0,0.5,0.77,0.5,0.6923076923076923,,0.75,0.0,1.0,0.0,0.0,0.0,140.0,,,,,,,,,,,,,,,0.43,0.37,0.16666666666666666,0.2857142857142857,0.5,1.0,0.6666666666666666,0.2857142857142857,0.4090909090909091,0.3076923076923077,1.0,0.5,,1.0,0.5,0.77,0.4,0.5,0.5,1.0,1.0,0.8333333333333334,0.5,0.75,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas,Christian Edwards,1,0,Catch Weight Bout,0,Decision - Split,3,900,300,3,0,0,0.34,0.36,0.5,0.5,,0.0,0,0,0,0,0,107,0.0,0.0,0.57,0.5,0.5625,0.5,,,0.0,0.0,0.0,0.0,135.0,8.0,0.0,0.0,0.43,0.73,0.5172413793103449,0.7407407407407407,,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.34,0.36,0.18181818181818182,0.125,0.8,0.75,1.0,0.5,0.2962962962962963,0.3333333333333333,1.0,0.6666666666666666,,,0.57,0.5,0.5384615384615384,0.25,1.0,0.875,1.0,0.5,0.5555555555555556,0.3888888888888889,1.0,1.0,,,0.43,0.73,0.1875,0.6153846153846154,1.0,1.0,1.0,1.0,0.35,0.6875,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
